epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,1670,1.09045,0.65947,1.11961,0.60361,0.573,0.56792,0.26345,1.88766,1.32693,1.63927,0.0098218,0.0098218,0.0098218
20,1761.74,1.07376,0.64399,1.10901,0.60683,0.60426,0.59367,0.28017,1.85543,1.36795,1.6024,0.0098119,0.0098119,0.0098119
21,1849.29,1.07363,0.63129,1.11716,0.60198,0.56987,0.58144,0.27667,1.86011,1.53853,1.62455,0.009802,0.009802,0.009802
22,1936.9,1.06526,0.62652,1.10705,0.62025,0.55345,0.5919,0.2872,1.85836,1.54904,1.65925,0.0097921,0.0097921,0.0097921
23,2024.71,1.06531,0.61667,1.10587,0.58545,0.58319,0.57654,0.28528,1.84578,1.46621,1.63082,0.0097822,0.0097822,0.0097822
24,2099.14,1.05165,0.61512,1.10458,0.57802,0.57874,0.56856,0.28616,1.89532,1.4129,1.62177,0.0097723,0.0097723,0.0097723
25,2171.88,1.0508,0.60763,1.09831,0.59348,0.54916,0.56401,0.28285,1.88765,1.67429,1.63671,0.0097624,0.0097624,0.0097624
26,2259.51,1.04766,0.6191,1.10012,0.5585,0.56967,0.54065,0.25371,1.88167,1.49932,1.68142,0.0097525,0.0097525,0.0097525
27,2343.9,1.05072,0.60141,1.10206,0.60408,0.5511,0.57443,0.27237,1.89592,1.59548,1.65895,0.0097426,0.0097426,0.0097426
28,2426.45,1.03491,0.60164,1.08748,0.6084,0.60415,0.59717,0.29536,1.84935,1.4724,1.59713,0.0097327,0.0097327,0.0097327
29,2509.65,1.03531,0.592,1.08634,0.60794,0.56751,0.56866,0.28404,1.82035,1.72702,1.60166,0.0097228,0.0097228,0.0097228
30,2592.89,1.03251,0.59045,1.0906,0.60515,0.5391,0.57053,0.26732,1.89663,1.61746,1.6455,0.0097129,0.0097129,0.0097129
31,2675.7,1.03073,0.6053,1.08455,0.61219,0.55235,0.5711,0.27278,1.89756,1.59503,1.64398,0.009703,0.009703,0.009703
32,2759.7,1.02754,0.57964,1.08724,0.5837,0.56759,0.58011,0.28759,1.88443,1.5073,1.65147,0.0096931,0.0096931,0.0096931
33,2843.42,1.01783,0.5774,1.08746,0.61081,0.52392,0.54323,0.25258,1.88356,1.69429,1.63777,0.0096832,0.0096832,0.0096832
34,2929.55,1.02194,0.57558,1.07752,0.57074,0.56936,0.57003,0.28881,1.88068,1.48211,1.64352,0.0096733,0.0096733,0.0096733
35,3016.71,1.01784,0.5766,1.08119,0.60285,0.55455,0.56609,0.27566,1.84915,1.59776,1.63532,0.0096634,0.0096634,0.0096634
36,3104.08,1.01837,0.57282,1.08487,0.60324,0.57702,0.58974,0.29164,1.88897,1.46474,1.65344,0.0096535,0.0096535,0.0096535
37,3190.66,1.01223,0.56853,1.07636,0.61466,0.62091,0.62875,0.30683,1.89547,1.56346,1.66502,0.0096436,0.0096436,0.0096436
38,3276.49,0.99668,0.55986,1.06854,0.61678,0.55362,0.57516,0.28357,1.87799,1.49415,1.62936,0.0096337,0.0096337,0.0096337
39,3362.76,1.01182,0.5586,1.07756,0.58158,0.55029,0.55812,0.27609,1.90365,1.62823,1.66347,0.0096238,0.0096238,0.0096238
40,3449.73,1.01086,0.56192,1.07747,0.60924,0.55593,0.57067,0.28849,1.89341,1.64382,1.67594,0.0096139,0.0096139,0.0096139
41,3536.6,0.99849,0.55877,1.07092,0.5961,0.57149,0.58221,0.29553,1.87303,1.57841,1.66429,0.009604,0.009604,0.009604
42,3624.1,0.9987,0.54795,1.07483,0.64841,0.58885,0.63315,0.30467,1.91059,1.44303,1.64422,0.0095941,0.0095941,0.0095941
43,3710.8,0.99694,0.55938,1.07379,0.60337,0.53951,0.57257,0.28383,1.88666,1.6429,1.66335,0.0095842,0.0095842,0.0095842
44,3798.01,0.99835,0.56764,1.0674,0.59136,0.54886,0.56172,0.26962,1.89268,1.55351,1.6605,0.0095743,0.0095743,0.0095743
45,3884.37,1.00254,0.55224,1.07603,0.62183,0.52964,0.56588,0.28156,1.89028,1.66043,1.65186,0.0095644,0.0095644,0.0095644
46,3971.38,0.99498,0.55135,1.07327,0.62297,0.54296,0.59719,0.29812,1.89607,1.59895,1.6347,0.0095545,0.0095545,0.0095545
47,4058.72,0.99208,0.54506,1.06337,0.61552,0.6154,0.61913,0.30721,1.85974,1.39953,1.64433,0.0095446,0.0095446,0.0095446
48,4145.65,0.97993,0.54303,1.06055,0.60621,0.54646,0.5685,0.276,1.89451,1.55653,1.64329,0.0095347,0.0095347,0.0095347
49,4232.32,0.98558,0.54337,1.06663,0.60698,0.53115,0.56172,0.27451,1.89295,1.67938,1.67011,0.0095248,0.0095248,0.0095248
50,4318.93,0.98809,0.54658,1.06324,0.59443,0.53739,0.54388,0.26864,1.87803,1.64773,1.6659,0.0095149,0.0095149,0.0095149
51,4406.3,0.98194,0.53544,1.05927,0.60914,0.52719,0.54613,0.27116,1.91944,1.60348,1.67351,0.009505,0.009505,0.009505
52,4493.25,0.97934,0.53719,1.05853,0.62213,0.55925,0.58333,0.29704,1.89943,1.5983,1.65952,0.0094951,0.0094951,0.0094951
53,4580.77,0.97334,0.53281,1.06087,0.61284,0.55084,0.57538,0.29411,1.87396,1.63179,1.64623,0.0094852,0.0094852,0.0094852
54,4668.49,0.97213,0.53149,1.05391,0.62494,0.53167,0.57821,0.28334,1.93346,1.67739,1.67492,0.0094753,0.0094753,0.0094753
55,4754.44,0.96815,0.52954,1.05699,0.62832,0.52021,0.56437,0.27587,1.89702,1.68585,1.67324,0.0094654,0.0094654,0.0094654
56,4840.34,0.97263,0.52522,1.05696,0.62482,0.5612,0.59993,0.29989,1.92188,1.61513,1.65078,0.0094555,0.0094555,0.0094555
57,4902.81,0.97149,0.52444,1.05474,0.61286,0.53031,0.56134,0.29061,1.87284,1.77106,1.65431,0.0094456,0.0094456,0.0094456
58,4990.44,0.96588,0.51843,1.05752,0.65477,0.56047,0.61124,0.31664,1.88781,1.58417,1.65601,0.0094357,0.0094357,0.0094357
59,5078.12,0.96436,0.52261,1.05605,0.6585,0.566,0.61285,0.30715,1.86558,1.63112,1.63934,0.0094258,0.0094258,0.0094258
60,5166.44,0.96503,0.52546,1.04703,0.61312,0.5657,0.58282,0.28132,1.88029,1.49805,1.64605,0.0094159,0.0094159,0.0094159
61,5254.4,0.95891,0.51406,1.04855,0.62867,0.54693,0.57484,0.28535,1.87279,1.64083,1.66069,0.009406,0.009406,0.009406
62,5341.45,0.9528,0.52382,1.04621,0.59564,0.56826,0.58822,0.28897,1.87847,1.62233,1.65484,0.0093961,0.0093961,0.0093961
63,5429.48,0.95966,0.51475,1.04704,0.64664,0.55757,0.59088,0.29765,1.89631,1.70792,1.63912,0.0093862,0.0093862,0.0093862
64,5517.92,0.95577,0.51526,1.04978,0.6602,0.53043,0.59892,0.30472,1.87813,1.70458,1.65637,0.0093763,0.0093763,0.0093763
65,5606.49,0.96578,0.51514,1.04707,0.63568,0.55757,0.6002,0.29565,1.94814,1.71363,1.68919,0.0093664,0.0093664,0.0093664
66,5695.35,0.94875,0.50985,1.04029,0.63887,0.56844,0.62282,0.31745,1.89994,1.53578,1.63801,0.0093565,0.0093565,0.0093565
67,5783.16,0.95753,0.51144,1.05231,0.64515,0.54841,0.59979,0.2962,1.88625,1.57823,1.65113,0.0093466,0.0093466,0.0093466
68,5870.57,0.94543,0.50264,1.04651,0.65785,0.54206,0.56938,0.27099,1.9201,1.71826,1.67029,0.0093367,0.0093367,0.0093367
69,5957.43,0.95144,0.5106,1.04407,0.64181,0.52784,0.5602,0.27833,1.91306,1.7136,1.67554,0.0093268,0.0093268,0.0093268
70,6044.54,0.95141,0.50587,1.04393,0.65861,0.53375,0.59074,0.30096,1.86802,1.65826,1.65929,0.0093169,0.0093169,0.0093169
71,6131.51,0.9426,0.49713,1.03729,0.60877,0.54952,0.57847,0.28688,1.91354,1.60903,1.66775,0.009307,0.009307,0.009307
72,6218.42,0.9472,0.51497,1.04125,0.64229,0.52368,0.56019,0.27895,1.90247,1.70859,1.66118,0.0092971,0.0092971,0.0092971
73,6304.75,0.94105,0.49892,1.03345,0.67066,0.52692,0.56014,0.28531,1.8765,1.6683,1.6538,0.0092872,0.0092872,0.0092872
74,6390.57,0.93966,0.50038,1.04143,0.61606,0.52961,0.56567,0.28582,1.88935,1.71929,1.65851,0.0092773,0.0092773,0.0092773
75,6476.91,0.9409,0.50328,1.04119,0.62355,0.51342,0.55205,0.27394,1.9138,1.60668,1.69619,0.0092674,0.0092674,0.0092674
76,6563.14,0.9402,0.49364,1.0418,0.64303,0.54751,0.58785,0.29805,1.87956,1.69955,1.63084,0.0092575,0.0092575,0.0092575
77,6651.34,0.94375,0.50166,1.04121,0.60527,0.52459,0.55604,0.27536,1.93187,1.70083,1.67018,0.0092476,0.0092476,0.0092476
78,6739.8,0.94597,0.51048,1.04191,0.64844,0.55117,0.60712,0.31568,1.87534,1.65147,1.65168,0.0092377,0.0092377,0.0092377
79,6826.88,0.93447,0.49951,1.03695,0.63156,0.53575,0.59793,0.30753,1.88068,1.65268,1.63515,0.0092278,0.0092278,0.0092278
80,6913.58,0.93233,0.49778,1.03659,0.64422,0.50805,0.5836,0.31153,1.88878,1.81319,1.65127,0.0092179,0.0092179,0.0092179
81,7000.77,0.93598,0.49984,1.03292,0.6284,0.54408,0.59154,0.30961,1.87389,1.65064,1.63696,0.009208,0.009208,0.009208
82,7089.49,0.93115,0.48729,1.03625,0.61941,0.55569,0.57401,0.29245,1.89358,1.58245,1.67819,0.0091981,0.0091981,0.0091981
83,7178.33,0.93309,0.49382,1.03878,0.63128,0.53758,0.58655,0.2925,1.87952,1.62012,1.63046,0.0091882,0.0091882,0.0091882
84,7265.68,0.93682,0.49282,1.0367,0.62814,0.53059,0.5692,0.28815,1.88591,1.71348,1.65758,0.0091783,0.0091783,0.0091783
85,7351.28,0.92693,0.49613,1.03615,0.64119,0.5519,0.60595,0.30567,1.90354,1.64277,1.6732,0.0091684,0.0091684,0.0091684
86,7437.8,0.92993,0.49496,1.03333,0.64598,0.54048,0.57093,0.28864,1.92514,1.83434,1.66582,0.0091585,0.0091585,0.0091585
87,7524.22,0.93054,0.48614,1.02938,0.64683,0.53482,0.59435,0.30064,1.88478,1.69363,1.65306,0.0091486,0.0091486,0.0091486
88,7600.24,0.92375,0.4857,1.03133,0.62597,0.56507,0.61038,0.30653,1.89216,1.59979,1.66967,0.0091387,0.0091387,0.0091387
89,7669.25,0.929,0.4893,1.0322,0.65268,0.51851,0.58694,0.29335,1.89199,1.75995,1.6653,0.0091288,0.0091288,0.0091288
90,7754.7,0.92465,0.49341,1.03368,0.64449,0.54176,0.57543,0.28769,1.89587,1.64392,1.65257,0.0091189,0.0091189,0.0091189
91,7841.43,0.91816,0.47768,1.02795,0.61865,0.51165,0.5672,0.2944,1.89459,1.79162,1.67648,0.009109,0.009109,0.009109
92,7926.9,0.92883,0.48987,1.03836,0.63642,0.52398,0.58201,0.30687,1.86594,1.69317,1.63197,0.0090991,0.0090991,0.0090991
93,8012.5,0.92357,0.48348,1.036,0.63756,0.4912,0.5449,0.27542,1.90958,1.79766,1.6735,0.0090892,0.0090892,0.0090892
94,8099.08,0.91633,0.48179,1.02745,0.61241,0.52788,0.5622,0.28676,1.87567,1.62,1.63138,0.0090793,0.0090793,0.0090793
95,8185.74,0.92076,0.4783,1.02931,0.63268,0.50245,0.55126,0.27411,1.8985,1.8044,1.67055,0.0090694,0.0090694,0.0090694
96,8272.62,0.91922,0.48221,1.03249,0.62844,0.56661,0.59013,0.29478,1.89462,1.67317,1.66445,0.0090595,0.0090595,0.0090595
97,8358.24,0.92171,0.48026,1.03244,0.61396,0.52201,0.56975,0.29165,1.86984,1.66214,1.64583,0.0090496,0.0090496,0.0090496
98,8443.62,0.91508,0.47652,1.02681,0.66089,0.51847,0.5952,0.31145,1.875,1.84648,1.66307,0.0090397,0.0090397,0.0090397
99,8532.56,0.91875,0.47916,1.02936,0.65152,0.54904,0.59773,0.29283,1.88944,1.61959,1.64745,0.0090298,0.0090298,0.0090298
100,8620.73,0.91159,0.47759,1.02419,0.63165,0.511,0.56557,0.28176,1.89628,1.67305,1.66055,0.0090199,0.0090199,0.0090199
101,8706.98,0.91212,0.47411,1.02837,0.69522,0.47848,0.56379,0.29259,1.88444,1.97845,1.66419,0.00901,0.00901,0.00901
102,8794.02,0.90712,0.4741,1.02391,0.63877,0.52623,0.58607,0.30926,1.88702,1.82314,1.66618,0.0090001,0.0090001,0.0090001
103,8881.54,0.9097,0.47048,1.02895,0.64151,0.52243,0.57369,0.29559,1.89793,1.74178,1.6827,0.0089902,0.0089902,0.0089902
104,8968.09,0.91693,0.47538,1.02987,0.62654,0.56682,0.59559,0.28923,1.91865,1.66754,1.70439,0.0089803,0.0089803,0.0089803
105,9054.55,0.91769,0.47743,1.0286,0.64386,0.50152,0.57284,0.28525,1.88919,1.66826,1.67322,0.0089704,0.0089704,0.0089704
106,9141.66,0.90822,0.47087,1.02242,0.65016,0.56436,0.61072,0.30903,1.90165,1.67493,1.68293,0.0089605,0.0089605,0.0089605
107,9228.87,0.90522,0.46887,1.02531,0.66512,0.52151,0.5641,0.2917,1.88701,1.80489,1.6383,0.0089506,0.0089506,0.0089506
108,9315.03,0.90478,0.46982,1.01851,0.64305,0.54488,0.59224,0.29737,1.91326,1.66536,1.66961,0.0089407,0.0089407,0.0089407
109,9402.42,0.91217,0.47858,1.02407,0.65333,0.5409,0.57916,0.29879,1.89559,1.70175,1.67563,0.0089308,0.0089308,0.0089308
110,9489.09,0.90429,0.47173,1.02737,0.66906,0.5265,0.60548,0.30337,1.89191,1.68184,1.66193,0.0089209,0.0089209,0.0089209
111,9576.63,0.90547,0.47197,1.02586,0.64427,0.53413,0.59303,0.30331,1.88714,1.73545,1.67221,0.008911,0.008911,0.008911
112,9664.01,0.90002,0.46387,1.02535,0.65624,0.54357,0.59704,0.30327,1.92019,1.79264,1.69257,0.0089011,0.0089011,0.0089011
113,9751.61,0.90529,0.46909,1.02561,0.637,0.52688,0.59565,0.30583,1.8996,1.70798,1.70994,0.0088912,0.0088912,0.0088912
114,9837.04,0.90373,0.47096,1.02648,0.65414,0.50871,0.58199,0.30198,1.8984,1.80898,1.66543,0.0088813,0.0088813,0.0088813
115,9923.14,0.90279,0.46895,1.023,0.64107,0.52941,0.58027,0.29076,1.91423,1.6754,1.69748,0.0088714,0.0088714,0.0088714
116,10010.5,0.90014,0.46696,1.02049,0.67971,0.51223,0.5925,0.30872,1.87874,1.83295,1.67018,0.0088615,0.0088615,0.0088615
117,10096.1,0.90348,0.47028,1.02314,0.62465,0.5511,0.58997,0.30474,1.87711,1.65047,1.63058,0.0088516,0.0088516,0.0088516
118,10184,0.8966,0.46771,1.02043,0.63032,0.54376,0.57271,0.2804,1.92789,1.72492,1.69264,0.0088417,0.0088417,0.0088417
119,10273.3,0.90295,0.46639,1.02481,0.64074,0.52153,0.56782,0.29256,1.90253,1.81022,1.68424,0.0088318,0.0088318,0.0088318
120,10351.1,0.8961,0.46567,1.01865,0.65529,0.52136,0.58081,0.29494,1.90243,1.69438,1.66333,0.0088219,0.0088219,0.0088219
121,10422.2,0.89224,0.45932,1.01691,0.64946,0.47402,0.55912,0.28405,1.89066,1.86505,1.6605,0.008812,0.008812,0.008812
122,10509.6,0.89486,0.4583,1.01943,0.63363,0.48734,0.54275,0.28053,1.90092,1.85994,1.6816,0.0088021,0.0088021,0.0088021
123,10596.8,0.89709,0.46231,1.02059,0.64978,0.51388,0.56411,0.28779,1.91704,1.79927,1.68212,0.0087922,0.0087922,0.0087922
124,10683.8,0.89681,0.46101,1.02409,0.67541,0.55409,0.60463,0.31757,1.86477,1.67098,1.63842,0.0087823,0.0087823,0.0087823
125,10770.6,0.89862,0.46665,1.02135,0.62668,0.49641,0.55892,0.29059,1.89916,1.9087,1.68706,0.0087724,0.0087724,0.0087724
126,10857.9,0.89684,0.46306,1.01471,0.63903,0.52582,0.57504,0.29456,1.87763,1.76212,1.66888,0.0087625,0.0087625,0.0087625
127,10944.7,0.89273,0.46246,1.01899,0.63197,0.53676,0.56327,0.28558,1.90739,1.63676,1.70844,0.0087526,0.0087526,0.0087526
128,11030.9,0.89584,0.45665,1.02678,0.67673,0.48488,0.57509,0.29794,1.93295,1.88023,1.70343,0.0087427,0.0087427,0.0087427
129,11118.2,0.88975,0.45781,1.01549,0.65025,0.53412,0.59283,0.30754,1.88868,1.68232,1.68555,0.0087328,0.0087328,0.0087328
130,11204.2,0.89086,0.45782,1.01655,0.68436,0.52922,0.60628,0.31031,1.88164,1.85898,1.68116,0.0087229,0.0087229,0.0087229
131,11291.2,0.88674,0.4544,1.0117,0.67959,0.53958,0.5948,0.30207,1.8728,1.69417,1.64665,0.008713,0.008713,0.008713
132,11377.9,0.89407,0.45809,1.02003,0.6763,0.52471,0.58456,0.30325,1.89493,1.84416,1.67875,0.0087031,0.0087031,0.0087031
133,11465.4,0.8896,0.45698,1.01988,0.66117,0.5261,0.57054,0.29808,1.86995,1.77336,1.66477,0.0086932,0.0086932,0.0086932
134,11553.9,0.8956,0.45791,1.01649,0.65112,0.51861,0.57341,0.29268,1.89714,1.79651,1.66798,0.0086833,0.0086833,0.0086833
135,11639.8,0.88184,0.45289,1.01167,0.64563,0.52028,0.54942,0.28872,1.87133,1.77729,1.67016,0.0086734,0.0086734,0.0086734
136,11727.9,0.88554,0.45167,1.01913,0.66411,0.51071,0.57059,0.28836,1.88932,1.87347,1.70084,0.0086635,0.0086635,0.0086635
137,11816.1,0.88431,0.45312,1.01157,0.62654,0.55705,0.58009,0.29662,1.88359,1.61313,1.67039,0.0086536,0.0086536,0.0086536
138,11903.3,0.8818,0.45223,1.01426,0.6665,0.5295,0.57798,0.29349,1.87678,1.86636,1.66987,0.0086437,0.0086437,0.0086437
139,11990.4,0.89131,0.45375,1.01341,0.6601,0.49984,0.57385,0.29939,1.89077,1.84861,1.66565,0.0086338,0.0086338,0.0086338
140,12078.8,0.88679,0.45417,1.01245,0.66071,0.48862,0.56083,0.28967,1.89139,1.94691,1.691,0.0086239,0.0086239,0.0086239
141,12167.1,0.8772,0.44965,1.01017,0.64772,0.52194,0.57943,0.29423,1.90828,1.83545,1.69828,0.008614,0.008614,0.008614
142,12256.4,0.88406,0.45205,1.01221,0.66903,0.50261,0.56295,0.29631,1.87783,1.82058,1.67676,0.0086041,0.0086041,0.0086041
143,12344.9,0.88257,0.45313,1.0151,0.66504,0.51666,0.57141,0.29939,1.86896,1.80927,1.67249,0.0085942,0.0085942,0.0085942
144,12431.8,0.88156,0.45159,1.01232,0.62373,0.51218,0.55067,0.28929,1.87778,1.74099,1.66811,0.0085843,0.0085843,0.0085843
145,12520,0.88091,0.45594,1.01279,0.64931,0.54043,0.57569,0.29346,1.91914,1.75869,1.68808,0.0085744,0.0085744,0.0085744
146,12607.7,0.87877,0.44973,1.00832,0.66276,0.48892,0.56093,0.29693,1.88151,1.90127,1.66971,0.0085645,0.0085645,0.0085645
147,12695.2,0.87233,0.44353,1.00463,0.67611,0.47266,0.55211,0.28107,1.88338,1.90055,1.67196,0.0085546,0.0085546,0.0085546
148,12782.8,0.88403,0.45125,1.00726,0.69953,0.50444,0.59544,0.30921,1.91179,1.95344,1.68838,0.0085447,0.0085447,0.0085447
149,12871.2,0.87795,0.44649,1.00759,0.66904,0.52883,0.57918,0.30465,1.88142,1.85111,1.66896,0.0085348,0.0085348,0.0085348
150,12961.1,0.87226,0.44755,1.00777,0.65406,0.5103,0.56586,0.28724,1.93573,1.84215,1.7191,0.0085249,0.0085249,0.0085249
151,13046,0.87984,0.44793,1.012,0.65141,0.52384,0.56929,0.29311,1.89326,1.88295,1.68251,0.008515,0.008515,0.008515
152,13099.6,0.87363,0.44625,1.00595,0.65826,0.53102,0.58146,0.30043,1.89005,1.81103,1.65494,0.0085051,0.0085051,0.0085051
153,13185.8,0.86902,0.44946,1.00584,0.67894,0.50967,0.57686,0.29813,1.88602,1.73216,1.66884,0.0084952,0.0084952,0.0084952
154,13273.3,0.8704,0.44272,1.00719,0.67491,0.52562,0.59058,0.30159,1.89366,1.79141,1.68244,0.0084853,0.0084853,0.0084853
155,13361,0.86756,0.44262,1.00697,0.66584,0.5214,0.58368,0.30244,1.90048,1.81792,1.667,0.0084754,0.0084754,0.0084754
156,13447.8,0.8691,0.44127,1.00751,0.70591,0.52367,0.6048,0.31112,1.90421,1.83617,1.68541,0.0084655,0.0084655,0.0084655
157,13534.1,0.87194,0.44635,1.00773,0.6965,0.50786,0.59466,0.30911,1.88901,1.77561,1.65826,0.0084556,0.0084556,0.0084556
158,13621.3,0.87294,0.44084,1.0029,0.66496,0.51668,0.59258,0.30599,1.89087,1.81283,1.67219,0.0084457,0.0084457,0.0084457
159,13707.9,0.86367,0.44416,1.00505,0.67671,0.47992,0.57632,0.30743,1.90142,1.92586,1.69046,0.0084358,0.0084358,0.0084358
160,13794.7,0.86993,0.44573,1.00193,0.64816,0.54017,0.58009,0.29889,1.91296,1.81013,1.72044,0.0084259,0.0084259,0.0084259
161,13882,0.86052,0.43367,1.00567,0.66736,0.45824,0.55477,0.29538,1.88852,1.91718,1.70501,0.008416,0.008416,0.008416
162,13968.3,0.86566,0.44534,1.0074,0.64518,0.48447,0.54488,0.28086,1.9028,1.86166,1.69711,0.0084061,0.0084061,0.0084061
163,14055,0.86859,0.44413,1.00512,0.65328,0.51621,0.59042,0.31356,1.89508,1.79852,1.67879,0.0083962,0.0083962,0.0083962
164,14142,0.86127,0.43661,1.00288,0.68993,0.4715,0.58311,0.30728,1.9025,1.8715,1.67209,0.0083863,0.0083863,0.0083863
165,14228.8,0.86223,0.44162,1.0024,0.67264,0.52581,0.59191,0.31014,1.89309,1.82412,1.67056,0.0083764,0.0083764,0.0083764
166,14316,0.86335,0.43618,1.00175,0.64604,0.50315,0.56196,0.29492,1.90171,1.90143,1.69178,0.0083665,0.0083665,0.0083665
